Frame,Person,Keypoint,X,Y
345,0,9,tensor(851.0223),tensor(638.9258)
345,0,10,tensor(722.8226),tensor(543.0729)
345,0,11,tensor(1183.7645),tensor(720.)
345,0,12,tensor(1058.3297),tensor(718.5580)
345,0,13,tensor(935.4149),tensor(674.1603)
345,0,14,tensor(786.8285),tensor(626.6358)
345,0,15,tensor(934.6905),tensor(719.0080)
345,0,16,tensor(867.3809),tensor(673.1204)
346,0,0,tensor(980.2028),tensor(32.5950)
346,0,1,tensor(1000.1206),tensor(0.)
346,0,2,tensor(978.8517),tensor(5.8456)
346,0,3,tensor(1099.1625),tensor(0.)
346,0,4,tensor(1035.7866),tensor(0.)
346,0,5,tensor(1243.5813),tensor(131.1244)
346,0,6,tensor(1063.0327),tensor(118.0487)
346,0,7,tensor(1201.8008),tensor(566.0773)
346,0,8,tensor(970.0467),tensor(452.2521)
346,0,9,tensor(856.9249),tensor(634.7831)
346,0,10,tensor(728.3403),tensor(539.4025)
346,0,11,tensor(1183.6360),tensor(720.)
346,0,12,tensor(1052.5724),tensor(715.1209)
346,0,13,tensor(940.1442),tensor(681.2866)
346,0,14,tensor(786.5939),tensor(638.7317)
346,0,15,tensor(942.0632),tensor(720.)
346,0,16,tensor(867.1326),tensor(679.9795)
347,0,0,tensor(980.3970),tensor(29.1893)
347,0,1,tensor(999.8606),tensor(0.)
347,0,2,tensor(979.0372),tensor(2.5300)
347,0,3,tensor(1094.3529),tensor(0.)
347,0,4,tensor(1034.6292),tensor(0.)
347,0,5,tensor(1234.7917),tensor(129.0202)
347,0,6,tensor(1060.3073),tensor(114.9549)
347,0,7,tensor(1199.2926),tensor(558.4709)
347,0,8,tensor(972.1023),tensor(446.4538)
347,0,9,tensor(858.0559),tensor(630.9991)
347,0,10,tensor(730.4291),tensor(535.3452)
347,0,11,tensor(1181.8345),tensor(720.)
347,0,12,tensor(1054.8452),tensor(712.6401)
347,0,13,tensor(950.5514),tensor(694.4092)
347,0,14,tensor(802.9523),tensor(653.2110)
347,0,15,tensor(956.6026),tensor(720.)
347,0,16,tensor(888.7552),tensor(685.8704)
348,0,0,tensor(971.8418),tensor(22.9438)
348,0,1,tensor(988.1405),tensor(0.)
348,0,2,tensor(975.7922),tensor(0.5662)
348,0,3,tensor(1079.7867),tensor(0.)
348,0,4,tensor(1039.7338),tensor(0.)
348,0,5,tensor(1247.6578),tensor(97.9552)
348,0,6,tensor(1049.2228),tensor(93.1550)
348,0,7,tensor(1230.4232),tensor(549.8455)
348,0,8,tensor(968.9925),tensor(443.5446)
348,0,9,tensor(858.0429),tensor(636.2365)
348,0,10,tensor(740.5408),tensor(533.1435)
348,0,11,tensor(1201.1544),tensor(719.5108)
348,0,12,tensor(1057.4094),tensor(687.8419)
348,0,13,tensor(972.4468),tensor(698.0695)
348,0,14,tensor(816.1409),tensor(666.5161)
348,0,15,tensor(1025.1719),tensor(702.0730)
348,0,16,tensor(945.1780),tensor(672.3817)
348,1,0,tensor(399.8759),tensor(0.)
348,1,1,tensor(405.4438),tensor(0.)
348,1,2,tensor(400.1763),tensor(0.)
348,1,3,tensor(433.8816),tensor(0.)
348,1,4,tensor(421.3397),tensor(0.)
348,1,5,tensor(472.7717),tensor(6.3083)
348,1,6,tensor(394.8502),tensor(6.3596)
348,1,7,tensor(424.4226),tensor(82.3967)
348,1,8,tensor(341.3161),tensor(70.7390)
348,1,9,tensor(361.7778),tensor(48.1868)
348,1,10,tensor(335.0254),tensor(37.5802)
348,1,11,tensor(434.9536),tensor(303.4221)
348,1,12,tensor(375.2800),tensor(299.2333)
348,1,13,tensor(413.7721),tensor(549.1674)
348,1,14,tensor(339.0497),tensor(543.3160)
348,1,15,tensor(418.2485),tensor(678.9098)
348,1,16,tensor(312.8647),tensor(669.6350)
349,0,0,tensor(1017.0500),tensor(30.1198)
349,0,1,tensor(1030.9828),tensor(0.)
349,0,2,tensor(1019.5944),tensor(8.1741)
349,0,3,tensor(1106.7708),tensor(0.)
349,0,4,tensor(1073.4188),tensor(0.)
349,0,5,tensor(1263.1852),tensor(96.2021)
349,0,6,tensor(1060.1637),tensor(90.4803)
349,0,7,tensor(1234.4420),tensor(541.2999)
349,0,8,tensor(970.3375),tensor(440.1382)
349,0,9,tensor(860.8132),tensor(631.0706)
349,0,10,tensor(742.1433),tensor(531.2653)
349,0,11,tensor(1197.8121),tensor(709.8084)
349,0,12,tensor(1054.5651),tensor(677.9080)
349,0,13,tensor(974.9692),tensor(706.3227)
349,0,14,tensor(824.5267),tensor(668.1877)
349,0,15,tensor(1021.6912),tensor(711.2971)
349,0,16,tensor(948.3212),tensor(671.7158)
350,0,0,tensor(1015.2133),tensor(28.3643)
350,0,1,tensor(1028.6154),tensor(0.)
350,0,2,tensor(1015.4752),tensor(7.1917)
350,0,3,tensor(1105.3275),tensor(0.)
350,0,4,tensor(1067.9714),tensor(0.)
350,0,5,tensor(1263.5111),tensor(90.0142)
350,0,6,tensor(1059.8590),tensor(87.8847)
350,0,7,tensor(1236.2775),tensor(534.9838)
350,0,8,tensor(969.3007),tensor(433.5916)
350,0,9,tensor(862.2366),tensor(622.0155)
350,0,10,tensor(745.7391),tensor(527.7076)
350,0,11,tensor(1197.0541),tensor(710.8910)
350,0,12,tensor(1052.7461),tensor(680.7085)
350,0,13,tensor(969.0353),tensor(701.4750)
350,0,14,tensor(819.9036),tensor(667.5027)
350,0,15,tensor(1022.1371),tensor(702.8944)
350,0,16,tensor(944.4686),tensor(665.9634)
351,0,0,tensor(1026.7280),tensor(21.5174)
351,0,1,tensor(1042.4196),tensor(0.)
351,0,2,tensor(1028.6055),tensor(0.)
351,0,3,tensor(1118.0884),tensor(0.)
351,0,4,tensor(1077.4302),tensor(0.)
351,0,5,tensor(1263.9143),tensor(92.5753)
351,0,6,tensor(1060.4895),tensor(84.6160)
351,0,7,tensor(1240.4526),tensor(530.2687)
351,0,8,tensor(969.0078),tensor(425.4786)
351,0,9,tensor(867.9300),tensor(612.2636)
351,0,10,tensor(747.0388),tensor(522.4391)
351,0,11,tensor(1181.9302),tensor(709.8802)
351,0,12,tensor(1036.0498),tensor(677.8529)
351,0,13,tensor(972.0535),tensor(699.4155)
351,0,14,tensor(813.4457),tensor(665.8196)
351,0,15,tensor(1018.3425),tensor(693.5651)
351,0,16,tensor(932.7245),tensor(662.3066)
352,0,0,tensor(1063.5746),tensor(30.8441)
352,0,1,tensor(1086.3270),tensor(0.)
352,0,2,tensor(1059.4949),tensor(4.1442)
352,0,3,tensor(1170.6255),tensor(0.)
352,0,4,tensor(1092.4496),tensor(0.)
352,0,5,tensor(1274.6088),tensor(114.0296)
352,0,6,tensor(1081.2397),tensor(99.3816)
352,0,7,tensor(1219.9910),tensor(527.6984)
352,0,8,tensor(975.2087),tensor(418.2309)
352,0,9,tensor(867.4854),tensor(599.9168)
352,0,10,tensor(728.0134),tensor(519.7174)
352,0,11,tensor(1152.3839),tensor(720.)
352,0,12,tensor(1011.4618),tensor(696.1726)
352,0,13,tensor(930.4117),tensor(709.0579)
352,0,14,tensor(769.4232),tensor(678.6812)
352,0,15,tensor(956.5580),tensor(720.)
352,0,16,tensor(867.3868),tensor(708.5801)
353,0,0,tensor(1055.7378),tensor(21.9225)
353,0,1,tensor(1076.5542),tensor(0.)
353,0,2,tensor(1051.0496),tensor(0.)
353,0,3,tensor(1160.4773),tensor(0.)
353,0,4,tensor(1087.6499),tensor(0.)
353,0,5,tensor(1272.0298),tensor(108.6511)
353,0,6,tensor(1082.9142),tensor(98.4731)
353,0,7,tensor(1225.9954),tensor(520.2962)
353,0,8,tensor(983.4088),tensor(415.3651)
353,0,9,tensor(865.1423),tensor(592.9616)
353,0,10,tensor(735.9440),tensor(507.4294)
353,0,11,tensor(1163.4531),tensor(720.)
353,0,12,tensor(1026.2992),tensor(702.4486)
353,0,13,tensor(952.2933),tensor(720.)
353,0,14,tensor(804.4474),tensor(693.1323)
353,0,15,tensor(984.1315),tensor(720.)
353,0,16,tensor(913.5709),tensor(716.7227)
354,0,0,tensor(1082.0028),tensor(27.2164)
354,0,1,tensor(1104.1179),tensor(0.)
354,0,2,tensor(1076.9982),tensor(0.1751)
354,0,3,tensor(1182.0784),tensor(0.)
354,0,4,tensor(1104.9799),tensor(0.)
354,0,5,tensor(1280.),tensor(112.1920)
354,0,6,tensor(1090.9226),tensor(98.0446)
354,0,7,tensor(1228.6284),tensor(515.8280)
354,0,8,tensor(987.7462),tensor(410.8706)
354,0,9,tensor(862.4984),tensor(585.5642)
354,0,10,tensor(734.3508),tensor(498.2136)
354,0,11,tensor(1163.9102),tensor(720.)
354,0,12,tensor(1026.4076),tensor(699.0657)
354,0,13,tensor(938.2390),tensor(720.)
354,0,14,tensor(797.0221),tensor(689.5358)
354,0,15,tensor(952.0732),tensor(720.)
354,0,16,tensor(899.6026),tensor(711.4093)
354,1,0,tensor(403.5404),tensor(0.)
354,1,1,tensor(409.6107),tensor(0.)
354,1,2,tensor(411.3255),tensor(0.)
354,1,3,tensor(442.8348),tensor(0.)
354,1,4,tensor(445.4251),tensor(0.)
354,1,5,tensor(462.9017),tensor(9.3642)
354,1,6,tensor(431.0383),tensor(12.9622)
354,1,7,tensor(379.5607),tensor(1.8042)
354,1,8,tensor(354.4868),tensor(7.3299)
354,1,9,tensor(371.9014),tensor(0.)
354,1,10,tensor(355.8584),tensor(0.)
354,1,11,tensor(447.5274),tensor(263.0413)
354,1,12,tensor(420.5345),tensor(261.4436)
354,1,13,tensor(415.6145),tensor(506.1573)
354,1,14,tensor(386.8755),tensor(502.4787)
354,1,15,tensor(414.6631),tensor(662.1840)
354,1,16,tensor(354.6288),tensor(656.5818)
355,0,0,tensor(1093.9240),tensor(9.6499)
355,0,1,tensor(1112.5398),tensor(0.)
355,0,2,tensor(1094.6018),tensor(0.)
355,0,3,tensor(1178.0686),tensor(0.)
355,0,4,tensor(1123.0588),tensor(0.)
355,0,5,tensor(1273.5942),tensor(89.3285)
355,0,6,tensor(1088.5212),tensor(65.6247)
355,0,7,tensor(1226.6519),tensor(517.6104)
355,0,8,tensor(990.0026),tensor(398.4784)
355,0,9,tensor(859.6397),tensor(596.5518)
355,0,10,tensor(744.5441),tensor(493.4681)
355,0,11,tensor(1142.2799),tensor(720.)
355,0,12,tensor(998.4241),tensor(699.1835)
355,0,13,tensor(934.7219),tensor(720.)
355,0,14,tensor(747.2781),tensor(702.3816)
355,0,15,tensor(988.6138),tensor(720.)
355,0,16,tensor(862.7936),tensor(716.8322)
356,0,0,tensor(1125.0291),tensor(11.9856)
356,0,1,tensor(1143.0697),tensor(0.)
356,0,2,tensor(1124.8102),tensor(0.)
356,0,3,tensor(1203.9061),tensor(0.)
356,0,4,tensor(1146.9807),tensor(0.)
356,0,5,tensor(1280.),tensor(77.9411)
356,0,6,tensor(1101.6422),tensor(47.9692)
356,0,7,tensor(1233.2727),tensor(510.9238)
356,0,8,tensor(1003.0676),tensor(381.8350)
356,0,9,tensor(867.5588),tensor(586.6669)
356,0,10,tensor(750.4327),tensor(484.3335)
356,0,11,tensor(1143.6853),tensor(720.)
356,0,12,tensor(996.9065),tensor(707.8414)
356,0,13,tensor(965.2914),tensor(720.)
356,0,14,tensor(765.6163),tensor(712.5864)
356,0,15,tensor(1037.9081),tensor(720.)
356,0,16,tensor(887.4676),tensor(716.4667)
357,0,0,tensor(1120.6136),tensor(33.8301)
357,0,1,tensor(1141.7395),tensor(0.)
357,0,2,tensor(1117.2848),tensor(4.0364)
357,0,3,tensor(1216.4982),tensor(0.)
357,0,4,tensor(1139.2256),tensor(0.)
357,0,5,tensor(1280.),tensor(99.1168)
357,0,6,tensor(1110.4282),tensor(66.2344)
357,0,7,tensor(1228.3115),tensor(509.5778)
357,0,8,tensor(1004.1207),tensor(378.8088)
357,0,9,tensor(870.4201),tensor(572.0360)
357,0,10,tensor(750.7167),tensor(479.3011)
357,0,11,tensor(1151.5978),tensor(720.)
357,0,12,tensor(1009.1600),tensor(701.9529)
357,0,13,tensor(956.3018),tensor(720.)
357,0,14,tensor(784.2050),tensor(705.2863)
357,0,15,tensor(983.6662),tensor(720.)
357,0,16,tensor(867.5023),tensor(704.6342)
358,0,0,tensor(1119.9045),tensor(28.1950)
358,0,1,tensor(1140.2269),tensor(0.)
358,0,2,tensor(1116.1917),tensor(0.)
358,0,3,tensor(1214.7493),tensor(0.)
358,0,4,tensor(1138.5183),tensor(0.)
358,0,5,tensor(1280.),tensor(98.5229)
358,0,6,tensor(1108.9056),tensor(65.9376)
358,0,7,tensor(1229.1487),tensor(501.2385)
358,0,8,tensor(999.7823),tensor(371.7959)
358,0,9,tensor(870.1829),tensor(566.7692)
358,0,10,tensor(747.9304),tensor(472.8827)
358,0,11,tensor(1163.3531),tensor(720.)
358,0,12,tensor(1019.4453),tensor(698.5200)
358,0,13,tensor(982.9551),tensor(720.)
358,0,14,tensor(816.2160),tensor(719.3953)
358,0,15,tensor(1004.6290),tensor(720.)
358,0,16,tensor(899.5550),tensor(711.4299)
359,0,0,tensor(1127.0195),tensor(19.4140)
359,0,1,tensor(1148.8700),tensor(0.)
359,0,2,tensor(1120.9900),tensor(0.)
359,0,3,tensor(1222.2507),tensor(0.)
359,0,4,tensor(1137.0363),tensor(0.)
359,0,5,tensor(1280.),tensor(95.4503)
359,0,6,tensor(1107.1106),tensor(65.3935)
359,0,7,tensor(1219.4800),tensor(495.5813)
359,0,8,tensor(994.7991),tensor(369.7241)
359,0,9,tensor(864.7786),tensor(564.4216)
359,0,10,tensor(737.8080),tensor(469.8219)
359,0,11,tensor(1183.0621),tensor(720.)
359,0,12,tensor(1035.6489),tensor(693.2954)
359,0,13,tensor(992.8549),tensor(720.)
359,0,14,tensor(826.9633),tensor(712.6447)
359,0,15,tensor(1013.5681),tensor(720.)
359,0,16,tensor(913.6771),tensor(712.4374)
