Frame,Person,Keypoint,X,Y
686,4,14,tensor(472.3437),tensor(695.3019)
686,4,15,tensor(584.8993),tensor(720.)
686,4,16,tensor(506.4390),tensor(720.)
686,5,0,tensor(754.5345),tensor(382.4069)
686,5,1,tensor(776.1063),tensor(364.1446)
686,5,2,tensor(736.9935),tensor(365.2045)
686,5,3,tensor(810.6403),tensor(378.0746)
686,5,4,tensor(716.2446),tensor(380.6459)
686,5,5,tensor(867.4220),tensor(490.5576)
686,5,6,tensor(678.2652),tensor(494.3090)
686,5,7,tensor(891.7715),tensor(643.1826)
686,5,8,tensor(657.7263),tensor(641.0401)
686,5,9,tensor(820.4643),tensor(691.1733)
686,5,10,tensor(701.0101),tensor(671.2550)
686,5,11,tensor(838.8159),tensor(720.)
686,5,12,tensor(719.9254),tensor(720.)
686,5,13,tensor(821.1108),tensor(720.)
686,5,14,tensor(703.4426),tensor(716.2560)
686,5,15,tensor(830.1191),tensor(720.)
686,5,16,tensor(796.8864),tensor(720.)
686,6,0,tensor(377.8670),tensor(397.7157)
686,6,1,tensor(397.8325),tensor(380.8879)
686,6,2,tensor(362.3557),tensor(384.6129)
686,6,3,tensor(432.0892),tensor(399.4267)
686,6,4,tensor(349.2023),tensor(402.6673)
686,6,5,tensor(478.0371),tensor(506.1669)
686,6,6,tensor(326.1194),tensor(517.6290)
686,6,7,tensor(513.6588),tensor(642.6134)
686,6,8,tensor(305.0341),tensor(659.0534)
686,6,9,tensor(446.8400),tensor(680.2225)
686,6,10,tensor(318.0918),tensor(657.9667)
686,6,11,tensor(443.0741),tensor(712.7695)
686,6,12,tensor(339.4705),tensor(712.4233)
686,6,13,tensor(457.0991),tensor(717.6674)
686,6,14,tensor(334.9663),tensor(701.2538)
686,6,15,tensor(464.9506),tensor(712.3231)
686,6,16,tensor(402.2650),tensor(675.0853)
686,7,0,tensor(1001.2606),tensor(605.6498)
686,7,1,tensor(1018.1694),tensor(587.4807)
686,7,2,tensor(976.7244),tensor(588.6016)
686,7,3,tensor(1040.4344),tensor(600.2841)
686,7,4,tensor(937.6866),tensor(603.2913)
686,7,5,tensor(1067.7415),tensor(692.9933)
686,7,6,tensor(890.8524),tensor(681.1604)
686,7,7,tensor(1083.8802),tensor(720.)
686,7,8,tensor(857.2112),tensor(720.)
686,7,9,tensor(1018.3762),tensor(703.8332)
686,7,10,tensor(972.6954),tensor(698.8090)
686,7,11,tensor(1008.7473),tensor(720.)
686,7,12,tensor(903.4380),tensor(720.)
686,7,13,tensor(1029.7781),tensor(710.5296)
686,7,14,tensor(937.7067),tensor(696.9521)
686,7,15,tensor(992.7926),tensor(715.0192)
686,7,16,tensor(981.3575),tensor(690.5607)
686,8,0,tensor(366.3348),tensor(639.5826)
686,8,1,tensor(383.7551),tensor(624.6880)
686,8,2,tensor(350.6352),tensor(626.1906)
686,8,3,tensor(413.1428),tensor(637.9050)
686,8,4,tensor(333.9767),tensor(643.0685)
686,8,5,tensor(439.1451),tensor(710.2574)
686,8,6,tensor(324.4240),tensor(714.8245)
686,8,7,tensor(449.6187),tensor(720.)
686,8,8,tensor(316.0178),tensor(720.)
686,8,9,tensor(404.2209),tensor(720.)
686,8,10,tensor(350.5721),tensor(717.1547)
686,8,11,tensor(419.6087),tensor(720.)
686,8,12,tensor(342.7770),tensor(720.)
686,8,13,tensor(428.8604),tensor(720.)
686,8,14,tensor(328.1659),tensor(720.)
686,8,15,tensor(401.7410),tensor(720.)
686,8,16,tensor(333.8517),tensor(720.)
686,9,0,tensor(18.5726),tensor(55.5023)
686,9,1,tensor(33.1916),tensor(41.1351)
686,9,2,tensor(4.2724),tensor(39.8641)
686,9,3,tensor(58.3533),tensor(54.4707)
686,9,4,tensor(0.),tensor(54.3824)
686,9,5,tensor(102.9516),tensor(161.3027)
686,9,6,tensor(0.),tensor(156.4521)
686,9,7,tensor(128.5345),tensor(302.5293)
686,9,8,tensor(1.4182),tensor(282.2688)
686,9,9,tensor(95.3188),tensor(375.8553)
686,9,10,tensor(34.8222),tensor(336.5317)
686,9,11,tensor(83.6869),tensor(399.6668)
686,9,12,tensor(5.4882),tensor(393.5573)
686,9,13,tensor(76.7300),tensor(527.6582)
686,9,14,tensor(6.3361),tensor(504.4039)
686,9,15,tensor(81.0897),tensor(606.8694)
686,9,16,tensor(35.8358),tensor(563.3644)
686,10,0,tensor(592.1503),tensor(65.9026)
686,10,1,tensor(606.9319),tensor(50.8944)
686,10,2,tensor(576.0672),tensor(51.0436)
686,10,3,tensor(630.2254),tensor(63.6233)
686,10,4,tensor(556.4576),tensor(64.5538)
686,10,5,tensor(675.9836),tensor(169.0315)
686,10,6,tensor(526.0888),tensor(162.8942)
686,10,7,tensor(711.7904),tensor(301.1451)
686,10,8,tensor(493.0399),tensor(275.1498)
686,10,9,tensor(683.6002),tensor(392.0952)
686,10,10,tensor(518.0588),tensor(331.3668)
686,10,11,tensor(654.4414),tensor(410.6858)
686,10,12,tensor(557.8778),tensor(407.3254)
686,10,13,tensor(662.9467),tensor(559.2427)
686,10,14,tensor(564.5115),tensor(544.2515)
686,10,15,tensor(666.5239),tensor(629.5140)
686,10,16,tensor(590.2141),tensor(597.2268)
686,11,0,tensor(888.2813),tensor(7.3348)
686,11,1,tensor(898.6823),tensor(0.)
686,11,2,tensor(872.2345),tensor(0.)
686,11,3,tensor(922.4708),tensor(0.)
686,11,4,tensor(845.8298),tensor(0.)
686,11,5,tensor(996.2114),tensor(29.2983)
686,11,6,tensor(785.8065),tensor(39.4088)
686,11,7,tensor(1068.6113),tensor(202.9977)
686,11,8,tensor(729.7992),tensor(217.3478)
686,11,9,tensor(1050.2996),tensor(326.8087)
686,11,10,tensor(735.7023),tensor(312.7354)
686,11,11,tensor(972.3763),tensor(347.7520)
686,11,12,tensor(827.5617),tensor(351.3694)
686,11,13,tensor(970.4985),tensor(492.5944)
686,11,14,tensor(799.9125),tensor(487.4352)
686,11,15,tensor(952.6719),tensor(519.7501)
686,11,16,tensor(826.5323),tensor(487.7089)
686,12,0,tensor(0.),tensor(284.1300)
686,12,1,tensor(0.),tensor(269.9303)
686,12,2,tensor(0.),tensor(271.5215)
686,12,3,tensor(18.9576),tensor(288.5279)
686,12,4,tensor(0.),tensor(294.1253)
686,12,5,tensor(60.3470),tensor(402.8444)
686,12,6,tensor(5.4916),tensor(406.7012)
686,12,7,tensor(86.0443),tensor(532.6087)
686,12,8,tensor(27.4661),tensor(539.1333)
686,12,9,tensor(43.2661),tensor(514.6882)
686,12,10,tensor(33.4558),tensor(513.1942)
686,12,11,tensor(47.5971),tensor(621.8098)
686,12,12,tensor(15.3517),tensor(622.0228)
686,12,13,tensor(53.2019),tensor(597.4286)
686,12,14,tensor(21.2877),tensor(599.0817)
686,12,15,tensor(46.5860),tensor(637.5923)
686,12,16,tensor(27.7164),tensor(636.4738)
686,13,0,tensor(24.2960),tensor(654.4519)
686,13,1,tensor(44.4041),tensor(637.5347)
686,13,2,tensor(10.5651),tensor(636.8043)
686,13,3,tensor(81.5598),tensor(647.5679)
686,13,4,tensor(0.),tensor(646.8742)
686,13,5,tensor(115.5684),tensor(720.)
686,13,6,tensor(0.),tensor(720.)
686,13,7,tensor(135.6934),tensor(720.)
686,13,8,tensor(0.),tensor(720.)
686,13,9,tensor(91.2369),tensor(720.)
686,13,10,tensor(16.4256),tensor(720.)
686,13,11,tensor(90.9583),tensor(720.)
686,13,12,tensor(8.6802),tensor(720.)
686,13,13,tensor(107.4590),tensor(720.)
686,13,14,tensor(9.0222),tensor(720.)
686,13,15,tensor(77.6716),tensor(720.)
686,13,16,tensor(16.8808),tensor(720.)
687,0,0,tensor(230.9629),tensor(134.4499)
687,0,1,tensor(249.7464),tensor(117.0051)
687,0,2,tensor(212.5737),tensor(118.2829)
687,0,3,tensor(282.1543),tensor(128.3058)
687,0,4,tensor(193.1726),tensor(132.4555)
687,0,5,tensor(338.4965),tensor(245.4860)
687,0,6,tensor(161.5966),tensor(250.4885)
687,0,7,tensor(371.8242),tensor(407.1733)
687,0,8,tensor(150.5699),tensor(413.3801)
687,0,9,tensor(307.4277),tensor(526.0984)
687,0,10,tensor(191.3695),tensor(527.5693)
687,0,11,tensor(295.7127),tensor(543.2383)
687,0,12,tensor(176.6604),tensor(539.4111)
687,0,13,tensor(288.1764),tensor(710.9032)
687,0,14,tensor(156.1544),tensor(689.4870)
687,0,15,tensor(264.2467),tensor(720.)
687,0,16,tensor(176.6510),tensor(720.)
687,1,0,tensor(505.0690),tensor(211.6816)
687,1,1,tensor(521.2814),tensor(195.8103)
687,1,2,tensor(488.2392),tensor(195.9960)
687,1,3,tensor(546.7442),tensor(205.4877)
687,1,4,tensor(467.6938),tensor(207.2408)
687,1,5,tensor(590.2217),tensor(310.6609)
687,1,6,tensor(435.0381),tensor(312.8720)
687,1,7,tensor(618.6894),tensor(451.2309)
687,1,8,tensor(406.5404),tensor(451.7328)
687,1,9,tensor(608.4960),tensor(551.6049)
687,1,10,tensor(436.8034),tensor(532.0433)
687,1,11,tensor(564.5729),tensor(564.1444)
687,1,12,tensor(464.6796),tensor(563.6005)
687,1,13,tensor(571.2527),tensor(698.0782)
687,1,14,tensor(465.6096),tensor(679.5472)
687,1,15,tensor(572.0148),tensor(720.)
687,1,16,tensor(494.0568),tensor(709.0023)
687,2,0,tensor(379.4878),tensor(410.2717)
687,2,1,tensor(398.0184),tensor(390.4512)
687,2,2,tensor(359.9918),tensor(395.2991)
687,2,3,tensor(429.0433),tensor(403.0557)
687,2,4,tensor(337.1105),tensor(413.7505)
687,2,5,tensor(485.3047),tensor(509.0310)
687,2,6,tensor(299.4722),tensor(520.2105)
687,2,7,tensor(530.9297),tensor(656.5555)
687,2,8,tensor(273.3334),tensor(657.6808)
687,2,9,tensor(459.2045),tensor(681.3807)
687,2,10,tensor(312.8207),tensor(645.4861)
687,2,11,tensor(453.5621),tensor(717.1769)
687,2,12,tensor(332.9245),tensor(719.3002)
687,2,13,tensor(469.6957),tensor(713.2966)
687,2,14,tensor(323.5497),tensor(702.7803)
687,2,15,tensor(483.3944),tensor(720.)
687,2,16,tensor(390.8365),tensor(707.4154)
687,3,0,tensor(1084.7921),tensor(375.9215)
687,3,1,tensor(1106.5869),tensor(357.1217)
687,3,2,tensor(1069.0042),tensor(356.8900)
687,3,3,tensor(1144.1631),tensor(364.9279)
687,3,4,tensor(1049.8582),tensor(364.1126)
687,3,5,tensor(1200.0453),tensor(467.0145)
687,3,6,tensor(1012.9021),tensor(466.3208)
687,3,7,tensor(1237.6984),tensor(608.7970)
687,3,8,tensor(991.5059),tensor(604.2609)
687,3,9,tensor(1177.7422),tensor(668.2812)
687,3,10,tensor(1040.3270),tensor(644.5408)
687,3,11,tensor(1168.3566),tensor(710.3176)
687,3,12,tensor(1048.6943),tensor(705.5075)
687,3,13,tensor(1180.1564),tensor(720.)
687,3,14,tensor(1051.6102),tensor(699.9893)
687,3,15,tensor(1169.1174),tensor(720.)
687,3,16,tensor(1124.7841),tensor(720.)
687,4,0,tensor(651.4753),tensor(598.2881)
687,4,1,tensor(669.7314),tensor(581.3550)
687,4,2,tensor(635.0880),tensor(583.3586)
687,4,3,tensor(702.7523),tensor(595.2670)
687,4,4,tensor(618.7729),tensor(601.1169)
687,4,5,tensor(754.2379),tensor(695.8008)
687,4,6,tensor(581.6865),tensor(699.9565)
687,4,7,tensor(780.1221),tensor(720.)
687,4,8,tensor(556.0811),tensor(720.)
687,4,9,tensor(719.9589),tensor(718.9424)
687,4,10,tensor(628.1661),tensor(718.8781)
687,4,11,tensor(720.9565),tensor(720.)
687,4,12,tensor(607.9619),tensor(720.)
687,4,13,tensor(741.3187),tensor(720.)
687,4,14,tensor(587.3912),tensor(720.)
687,4,15,tensor(695.3969),tensor(720.)
687,4,16,tensor(593.3116),tensor(720.)
687,5,0,tensor(745.6606),tensor(377.9410)
687,5,1,tensor(764.9373),tensor(359.2095)
687,5,2,tensor(727.5942),tensor(362.0912)
687,5,3,tensor(799.2325),tensor(373.8274)
687,5,4,tensor(711.4651),tensor(380.8598)
687,5,5,tensor(858.4427),tensor(493.8135)
687,5,6,tensor(675.3398),tensor(498.4470)
687,5,7,tensor(881.9165),tensor(636.4408)
687,5,8,tensor(652.6958),tensor(638.3093)
687,5,9,tensor(827.4372),tensor(678.0376)
687,5,10,tensor(706.7921),tensor(671.3638)
687,5,11,tensor(824.3718),tensor(719.5074)
687,5,12,tensor(712.2422),tensor(717.3227)
687,5,13,tensor(812.7198),tensor(720.)
687,5,14,tensor(710.5972),tensor(696.1804)
687,5,15,tensor(827.7173),tensor(720.)
687,5,16,tensor(803.6884),tensor(705.5638)
687,6,0,tensor(876.5011),tensor(206.5186)
687,6,1,tensor(900.7328),tensor(189.9420)
687,6,2,tensor(861.1463),tensor(187.6496)
687,6,3,tensor(939.8132),tensor(204.4722)
687,6,4,tensor(844.0502),tensor(197.9582)
687,6,5,tensor(993.9387),tensor(314.5620)
687,6,6,tensor(805.2843),tensor(303.0720)
687,6,7,tensor(1032.7411),tensor(471.9882)
687,6,8,tensor(781.6752),tensor(448.4825)
687,6,9,tensor(958.2105),tensor(562.0504)
687,6,10,tensor(813.5599),tensor(526.3228)
687,6,11,tensor(949.0593),tensor(570.8616)
687,6,12,tensor(824.3556),tensor(561.7472)
687,6,13,tensor(942.9603),tensor(669.8336)
687,6,14,tensor(823.7357),tensor(642.3152)
687,6,15,tensor(945.4552),tensor(696.0911)
687,6,16,tensor(901.8754),tensor(647.8190)
687,7,0,tensor(13.6029),tensor(53.8996)
687,7,1,tensor(27.5688),tensor(39.8109)
687,7,2,tensor(0.),tensor(38.6710)
687,7,3,tensor(52.9180),tensor(53.4678)
687,7,4,tensor(0.),tensor(53.4374)
687,7,5,tensor(94.4948),tensor(156.9629)
687,7,6,tensor(0.),tensor(154.6163)
687,7,7,tensor(123.1659),tensor(294.0042)
687,7,8,tensor(7.1159),tensor(280.9234)
687,7,9,tensor(92.0850),tensor(379.2729)
687,7,10,tensor(30.2457),tensor(341.2136)
687,7,11,tensor(76.4033),tensor(397.3182)
687,7,12,tensor(4.4908),tensor(392.2784)
687,7,13,tensor(67.1911),tensor(523.6775)
687,7,14,tensor(8.4189),tensor(502.0807)
687,7,15,tensor(67.6651),tensor(595.9216)
687,7,16,tensor(39.9429),tensor(552.8204)
687,8,0,tensor(360.5310),tensor(639.5063)
687,8,1,tensor(378.5285),tensor(624.3976)
687,8,2,tensor(344.1091),tensor(625.9489)
687,8,3,tensor(409.2927),tensor(636.9697)
687,8,4,tensor(326.2425),tensor(642.5576)
687,8,5,tensor(433.3222),tensor(708.9289)
687,8,6,tensor(318.4420),tensor(713.2816)
687,8,7,tensor(441.8217),tensor(720.)
687,8,8,tensor(311.6228),tensor(720.)
687,8,9,tensor(393.3972),tensor(720.)
687,8,10,tensor(354.5257),tensor(711.8983)
687,8,11,tensor(411.4734),tensor(720.)
687,8,12,tensor(334.5461),tensor(720.)
687,8,13,tensor(427.0850),tensor(714.5805)
687,8,14,tensor(324.5273),tensor(712.7787)
687,8,15,tensor(398.3955),tensor(720.)
687,8,16,tensor(329.7290),tensor(720.)
687,9,0,tensor(1230.8276),tensor(182.1018)
687,9,1,tensor(1232.2864),tensor(167.9526)
687,9,2,tensor(1213.2957),tensor(170.4681)
687,9,3,tensor(1230.0010),tensor(186.0431)
687,9,4,tensor(1170.7432),tensor(190.2124)
687,9,5,tensor(1266.9432),tensor(286.3926)
687,9,6,tensor(1121.4065),tensor(292.1690)
687,9,7,tensor(1280.),tensor(405.4817)
687,9,8,tensor(1115.2999),tensor(414.5659)
687,9,9,tensor(1261.1232),tensor(417.8569)
687,9,10,tensor(1178.5754),tensor(401.8293)
687,9,11,tensor(1258.5646),tensor(488.7828)
687,9,12,tensor(1166.2889),tensor(494.8326)
687,9,13,tensor(1263.7617),tensor(526.0192)
687,9,14,tensor(1180.8181),tensor(534.0779)
687,9,15,tensor(1221.1433),tensor(585.4523)
687,9,16,tensor(1194.2727),tensor(597.7140)
687,10,0,tensor(583.8096),tensor(64.6230)
687,10,1,tensor(600.1204),tensor(49.5271)
687,10,2,tensor(567.2585),tensor(50.9551)
687,10,3,tensor(627.8846),tensor(60.8138)
687,10,4,tensor(550.4921),tensor(65.7743)
687,10,5,tensor(671.4338),tensor(166.1409)
687,10,6,tensor(526.8612),tensor(165.5851)
687,10,7,tensor(698.9426),tensor(299.7637)
687,10,8,tensor(502.1321),tensor(281.7684)
687,10,9,tensor(668.8221),tensor(391.0707)
687,10,10,tensor(527.4441),tensor(335.8661)
687,10,11,tensor(648.6353),tensor(416.7294)
687,10,12,tensor(556.6379),tensor(415.1733)
687,10,13,tensor(646.8112),tensor(568.3723)
687,10,14,tensor(555.9246),tensor(555.4336)
687,10,15,tensor(659.2648),tensor(643.2089)
687,10,16,tensor(596.9767),tensor(611.4140)
687,11,0,tensor(992.3206),tensor(605.0435)
687,11,1,tensor(1008.7983),tensor(587.6767)
687,11,2,tensor(969.6749),tensor(588.8924)
687,11,3,tensor(1030.9730),tensor(599.4307)
687,11,4,tensor(934.6083),tensor(602.5004)
687,11,5,tensor(1060.8160),tensor(688.7734)
687,11,6,tensor(889.8031),tensor(680.2857)
687,11,7,tensor(1077.7788),tensor(720.)
687,11,8,tensor(856.5387),tensor(720.)
687,11,9,tensor(1011.7807),tensor(702.2417)
687,11,10,tensor(958.9767),tensor(698.3224)
687,11,11,tensor(1005.9214),tensor(720.)
687,11,12,tensor(905.3375),tensor(720.)
687,11,13,tensor(1012.5390),tensor(719.2209)
687,11,14,tensor(930.1143),tensor(703.6891)
687,11,15,tensor(980.5134),tensor(720.)
687,11,16,tensor(980.5530),tensor(696.0598)
687,12,0,tensor(0.),tensor(301.0750)
687,12,1,tensor(0.),tensor(286.1905)
687,12,2,tensor(0.),tensor(286.8475)
687,12,3,tensor(17.4247),tensor(300.0388)
687,12,4,tensor(12.0423),tensor(302.5143)
687,12,5,tensor(55.2306),tensor(411.7278)
687,12,6,tensor(23.7171),tensor(406.9147)
687,12,7,tensor(86.2853),tensor(536.0240)
687,12,8,tensor(38.1870),tensor(527.6073)
687,12,9,tensor(49.2060),tensor(502.8292)
687,12,10,tensor(40.5219),tensor(492.8231)
687,12,11,tensor(47.3141),tensor(622.4214)
687,12,12,tensor(30.9350),tensor(618.9718)
687,12,13,tensor(55.9141),tensor(542.6871)
687,12,14,tensor(35.2028),tensor(540.0764)
687,12,15,tensor(49.3751),tensor(575.7607)
687,12,16,tensor(42.4213),tensor(568.1145)
687,13,0,tensor(1216.8760),tensor(37.0354)
687,13,1,tensor(1234.3356),tensor(19.8889)
687,13,2,tensor(1200.9904),tensor(21.5728)
687,13,3,tensor(1262.0616),tensor(28.6592)
687,13,4,tensor(1181.5695),tensor(32.9044)
687,13,5,tensor(1280.),tensor(125.0948)
687,13,6,tensor(1159.2538),tensor(129.5701)
687,13,7,tensor(1274.4495),tensor(246.4777)
687,13,8,tensor(1148.3903),tensor(249.9141)
687,13,9,tensor(1258.8275),tensor(253.9743)
687,13,10,tensor(1207.4453),tensor(241.5241)
687,13,11,tensor(1266.8872),tensor(327.6249)
687,13,12,tensor(1186.0723),tensor(330.9443)
687,13,13,tensor(1273.1162),tensor(359.3729)
687,13,14,tensor(1180.9810),tensor(361.3802)
687,13,15,tensor(1242.1843),tensor(404.7454)
687,13,16,tensor(1173.9683),tensor(403.5768)
687,14,0,tensor(18.6441),tensor(653.5250)
687,14,1,tensor(39.3801),tensor(636.6724)
687,14,2,tensor(5.4839),tensor(635.5947)
687,14,3,tensor(78.2579),tensor(647.5640)
687,14,4,tensor(0.),tensor(646.1147)
687,14,5,tensor(110.6307),tensor(720.)
687,14,6,tensor(0.),tensor(720.)
687,14,7,tensor(128.1017),tensor(720.)
687,14,8,tensor(0.),tensor(720.)
687,14,9,tensor(83.1145),tensor(720.)
687,14,10,tensor(14.0617),tensor(720.)
687,14,11,tensor(84.4069),tensor(720.)
687,14,12,tensor(3.2316),tensor(720.)
687,14,13,tensor(102.8112),tensor(720.)
687,14,14,tensor(6.9090),tensor(720.)
687,14,15,tensor(72.9357),tensor(720.)
687,14,16,tensor(13.8207),tensor(720.)
687,15,0,tensor(876.8245),tensor(0.)
687,15,1,tensor(888.6404),tensor(0.)
687,15,2,tensor(862.7634),tensor(0.)
687,15,3,tensor(917.2466),tensor(0.)
687,15,4,tensor(843.5266),tensor(0.)
687,15,5,tensor(996.8524),tensor(40.5072)
687,15,6,tensor(784.1615),tensor(43.3592)
687,15,7,tensor(1083.0725),tensor(223.6658)
687,15,8,tensor(730.0040),tensor(217.2916)
687,15,9,tensor(1044.9946),tensor(323.4433)
687,15,10,tensor(715.2539),tensor(335.1389)
687,15,11,tensor(958.9574),tensor(370.8518)
687,15,12,tensor(818.5706),tensor(369.6504)
687,15,13,tensor(961.8976),tensor(529.5599)
687,15,14,tensor(822.5577),tensor(513.9906)
687,15,15,tensor(968.5506),tensor(556.7385)
687,15,16,tensor(882.3062),tensor(518.1840)
688,0,0,tensor(225.4120),tensor(133.0305)
688,0,1,tensor(242.8814),tensor(115.6046)
688,0,2,tensor(206.1746),tensor(117.7672)
688,0,3,tensor(272.5891),tensor(127.4499)
688,0,4,tensor(185.2965),tensor(133.6503)
688,0,5,tensor(330.5428),tensor(244.8078)
688,0,6,tensor(151.5747),tensor(252.0715)
688,0,7,tensor(364.3607),tensor(403.8481)
688,0,8,tensor(138.3930),tensor(414.0215)
688,0,9,tensor(297.7733),tensor(525.7584)
688,0,10,tensor(180.3111),tensor(530.6752)
688,0,11,tensor(286.3033),tensor(543.3748)
688,0,12,tensor(167.0720),tensor(540.7115)
688,0,13,tensor(276.7769),tensor(711.8611)
688,0,14,tensor(151.8037),tensor(691.5868)
688,0,15,tensor(251.1286),tensor(720.)
688,0,16,tensor(173.4796),tensor(720.)
688,1,0,tensor(498.5192),tensor(213.1615)
688,1,1,tensor(515.0577),tensor(197.4373)
688,1,2,tensor(482.1141),tensor(197.2037)
688,1,3,tensor(541.0952),tensor(207.4339)
688,1,4,tensor(462.6477),tensor(208.0384)
688,1,5,tensor(585.9175),tensor(313.1640)
688,1,6,tensor(428.3611),tensor(314.1792)
688,1,7,tensor(615.9769),tensor(449.5243)
688,1,8,tensor(395.7941),tensor(448.3486)
688,1,9,tensor(602.6802),tensor(543.3732)
688,1,10,tensor(427.4009),tensor(526.3074)
688,1,11,tensor(560.3510),tensor(566.9785)
688,1,12,tensor(459.1490),tensor(566.0830)
688,1,13,tensor(566.2499),tensor(708.8339)
688,1,14,tensor(457.7711),tensor(691.0342)
688,1,15,tensor(566.4589),tensor(720.)
688,1,16,tensor(484.5506),tensor(720.)
688,2,0,tensor(644.5419),tensor(598.1120)
688,2,1,tensor(662.7601),tensor(581.3311)
688,2,2,tensor(628.6541),tensor(582.6187)
688,2,3,tensor(695.1547),tensor(594.9926)
688,2,4,tensor(612.0972),tensor(599.1460)
688,2,5,tensor(747.6518),tensor(696.3655)
688,2,6,tensor(571.9194),tensor(699.7175)
688,2,7,tensor(778.7932),tensor(720.)
688,2,8,tensor(550.9954),tensor(720.)
688,2,9,tensor(713.0273),tensor(720.)
688,2,10,tensor(630.2870),tensor(720.)
688,2,11,tensor(712.3793),tensor(720.)
688,2,12,tensor(596.8610),tensor(720.)
688,2,13,tensor(739.8322),tensor(720.)
688,2,14,tensor(583.6371),tensor(720.)
688,2,15,tensor(691.9296),tensor(720.)
688,2,16,tensor(586.9640),tensor(720.)
688,3,0,tensor(374.2193),tensor(411.5650)
688,3,1,tensor(393.3186),tensor(391.8001)
688,3,2,tensor(354.8846),tensor(396.1870)
688,3,3,tensor(424.4132),tensor(405.4833)
688,3,4,tensor(331.4876),tensor(414.8959)
688,3,5,tensor(476.9326),tensor(514.1649)
688,3,6,tensor(292.1813),tensor(523.7318)
688,3,7,tensor(524.5779),tensor(661.7949)
688,3,8,tensor(267.4153),tensor(662.1731)
688,3,9,tensor(461.6978),tensor(682.3987)
688,3,10,tensor(314.0546),tensor(655.0900)
688,3,11,tensor(446.8297),tensor(720.)
688,3,12,tensor(326.9194),tensor(720.)
688,3,13,tensor(474.7650),tensor(715.3229)
688,3,14,tensor(327.3829),tensor(708.2109)
688,3,15,tensor(497.7380),tensor(720.)
688,3,16,tensor(400.6260),tensor(713.0114)
688,4,0,tensor(739.4479),tensor(382.6812)
688,4,1,tensor(758.0739),tensor(362.9982)
688,4,2,tensor(721.6844),tensor(365.6852)
688,4,3,tensor(791.3643),tensor(374.8084)
688,4,4,tensor(705.8425),tensor(381.6945)
688,4,5,tensor(852.0125),tensor(496.2130)
688,4,6,tensor(672.0093),tensor(501.0330)
688,4,7,tensor(887.3104),tensor(639.8398)
688,4,8,tensor(652.4768),tensor(640.8854)
688,4,9,tensor(839.8769),tensor(679.7144)
688,4,10,tensor(704.4548),tensor(671.2064)
688,4,11,tensor(821.4830),tensor(720.)
688,4,12,tensor(711.3377),tensor(719.7267)
688,4,13,tensor(817.2015),tensor(720.)
688,4,14,tensor(715.0208),tensor(698.1290)
688,4,15,tensor(834.5040),tensor(720.)
688,4,16,tensor(802.3110),tensor(706.9649)
688,5,0,tensor(1078.7731),tensor(377.4702)
688,5,1,tensor(1101.4208),tensor(357.8705)
688,5,2,tensor(1062.2440),tensor(356.7875)
688,5,3,tensor(1139.0328),tensor(365.5098)
688,5,4,tensor(1042.2184),tensor(362.9993)
688,5,5,tensor(1195.5542),tensor(474.2904)
688,5,6,tensor(1003.7721),tensor(471.8558)
688,5,7,tensor(1232.9658),tensor(621.5642)
688,5,8,tensor(979.2597),tensor(615.4796)
688,5,9,tensor(1178.4407),tensor(687.8399)
688,5,10,tensor(1025.9358),tensor(659.1685)
688,5,11,tensor(1166.2469),tensor(720.)
688,5,12,tensor(1045.1235),tensor(718.7083)
688,5,13,tensor(1174.2635),tensor(720.)
688,5,14,tensor(1046.5292),tensor(707.5768)
688,5,15,tensor(1163.8010),tensor(720.)
688,5,16,tensor(1125.3054),tensor(720.)
688,6,0,tensor(871.3973),tensor(205.7134)
688,6,1,tensor(895.8405),tensor(187.7411)
688,6,2,tensor(855.2238),tensor(186.1443)
688,6,3,tensor(934.6174),tensor(201.1787)
688,6,4,tensor(837.1957),tensor(196.0024)
688,6,5,tensor(991.2477),tensor(315.1306)
688,6,6,tensor(796.5335),tensor(302.2193)
688,6,7,tensor(1032.5675),tensor(482.0337)
688,6,8,tensor(769.8743),tensor(452.5311)
688,6,9,tensor(958.3353),tensor(553.5160)
688,6,10,tensor(796.4457),tensor(521.3112)
688,6,11,tensor(942.8548),tensor(574.7245)
688,6,12,tensor(814.0967),tensor(565.2406)
688,6,13,tensor(938.3586),tensor(662.6838)
688,6,14,tensor(812.7881),tensor(635.4280)
688,6,15,tensor(947.9603),tensor(687.3152)
688,6,16,tensor(891.9083),tensor(640.0751)
688,7,0,tensor(986.1890),tensor(604.7367)
688,7,1,tensor(1002.3361),tensor(586.6999)
688,7,2,tensor(963.2469),tensor(587.6175)
688,7,3,tensor(1024.3649),tensor(596.5963)
688,7,4,tensor(927.6300),tensor(599.1973)
688,7,5,tensor(1053.9500),tensor(686.3307)
688,7,6,tensor(883.3942),tensor(676.9375)
688,7,7,tensor(1070.2662),tensor(720.)
688,7,8,tensor(842.6255),tensor(720.)
688,7,9,tensor(1004.7012),tensor(700.0629)
688,7,10,tensor(946.0724),tensor(691.5221)
688,7,11,tensor(1000.2211),tensor(720.)
688,7,12,tensor(900.7969),tensor(720.)
688,7,13,tensor(998.5916),tensor(717.5005)
688,7,14,tensor(919.9553),tensor(703.3022)
688,7,15,tensor(955.5435),tensor(720.)
688,7,16,tensor(960.8683),tensor(700.3757)
688,8,0,tensor(353.6150),tensor(639.9927)
688,8,1,tensor(371.5503),tensor(624.5836)
